年度,学科／研究科,研究室,学籍番号,賞,氏名,要旨,題目
R03,情報科学科,安武研,,,,,ETロボコンのブロックビンゴにおけるロボットの動作
R03,情報科学科,仲研,,,,,ゲームでのAIの技術調査とJavaによる試作
R03,情報科学科,合志研,,,,,追い越し可否についての学習用ドライビングシミュレータの開発
R03,情報科学科,前田研,,,,,Depth動画による最大努力呼気時の特徴抽出と非接触肺年齢推定
R03,情報科学科,下川研,,,,,研究室内における備品管理システムの開発
R03,情報科学科,石田俊研,,,,,セルオートマトンを用いたブロック暗号による暗号化手法について
R03,情報科学科,成研,,,,,授業情報共有システムの開発
R03,情報科学科,石田健研,,,,,DCGANを用いたキャラクター顔画像の生成
R03,情報科学科,米元研,,,,,VisualObservationによるカメラ画像からの自動運転学習
R03,情報科学科,田中研,,,,,Androidスマートフォンアプリのリスト表示方法の特性調査
R03,情報科学研究科,安武研,,,,◯,二輪走行ロボットにおける状態モデルに基づいた方策勾配型強化学習の評価
R04,情報科学科,米元研,,,,,深層強化学習を用いた車エージェントの縦列駐車の学習
R04,情報科学科,于研,,,,,自然言語処理技術による文章変換システムの試作 
R04,情報科学科,于研,,,,,文章変換システムのユーザインタフェースの開発
R04,情報科学科,于研,,,,,日常生活情報提供音声会話システムの試作 
R04,情報科学科,于研,,,,,日常生活情報提供音声会話システムの電車案内機能の開発
R04,情報科学科,于研,,,,,個人用情報提供LINE BOTの試作?
R04,情報科学科,于研,,,,,サークル管理システムにおけるイベント管理機能の開発 
R04,情報科学科,于研,,,,,サークル管理システムにおけるサークル管理機能の開発 
R04,情報科学科,于研,,,,,サークル管理システムの試作 
R04,情報科学科,于研,,,,,サークル管理システムにおけるメンバアカウント管理機能の開発 
R04,情報科学科,于研,,,,,サークル管理システムにおけるメンバ利用機能の開発 
